Season,Transparent,Year,cap,dv
3,0,2016,9.31,-11.73
4,0,2016,9.31,-11.09
1,0,2017,9.31,-11.45
1,0,2014,9.04,17.46
2,0,2014,9.04,15.36
3,0,2014,9.04,15.18
4,0,2014,9.04,15.55
1,0,2015,9.04,14.78
2,0,2015,9.04,12.48
3,0,2015,9.04,8.55
4,0,2015,9.04,4.75
1,0,2016,9.04,2.04
2,0,2016,9.04,-0.25
3,0,2016,9.04,-1.24
4,0,2016,9.04,-2.36
1,0,2017,9.04,-3.94
2,0,2017,9.04,-4.01
1,0,2014,8.89,7.66
2,0,2014,8.89,9.3
3,0,2014,8.89,10.39
4,0,2014,8.89,11.54
1,0,2015,8.89,14.68
2,0,2015,8.89,15.15
3,0,2015,8.89,18.94
4,0,2015,8.89,15.22
1,0,2016,8.89,0.9
2,0,2016,8.89,-1.47
3,0,2016,8.89,-5.26
4,0,2016,8.89,-6.78
1,0,2017,8.89,3.0
1,0,2014,8.8,15.34
2,0,2014,8.8,17.23
3,0,2014,8.8,14.92
4,0,2014,8.8,11.84
1,0,2015,8.8,12.34
2,0,2015,8.8,9.77
3,0,2015,8.8,4.74
4,0,2015,8.8,3.22
1,0,2016,8.8,0.37
2,0,2016,8.8,-31.85
3,0,2016,8.8,-23.61
4,0,2016,8.8,-23.18
1,0,2017,8.8,-21.43
1,1,2014,8.75,16.8
2,1,2014,8.75,13.36
3,1,2014,8.75,9.97
4,1,2014,8.75,2.24
1,1,2015,8.75,-4.54
2,1,2015,8.75,-10.83
1,1,2014,8.11,8.07
2,1,2014,8.11,8.1
3,1,2014,8.11,10.96
4,1,2014,8.11,9.64
1,1,2015,8.11,4.18
2,1,2015,8.11,-4.98
3,1,2015,8.11,-9.88
4,1,2015,8.11,-7.57
1,1,2016,8.11,-7.97
2,1,2016,8.11,-0.61
3,1,2016,8.11,5.86
4,1,2016,8.11,7.99
1,0,2017,8.11,13.21
1,0,2014,7.9,7.93
2,0,2014,7.9,9.95
3,0,2014,7.9,12.44
4,0,2014,7.9,9.57
1,0,2015,7.9,6.65
2,0,2015,7.9,-0.11
3,0,2015,7.9,-23.6
4,0,2015,7.9,-25.29
1,0,2016,7.9,-27.85
2,0,2016,7.9,-25.22
3,0,2016,7.9,-10.15
4,0,2016,7.9,-6.98
1,0,2017,7.9,-19.35
2,0,2017,7.9,-19.61
1,0,2014,7.86,11.32
2,0,2014,7.86,10.12
3,0,2014,7.86,0.03
4,0,2014,7.86,-1.02
1,0,2015,7.86,-1.98
2,0,2015,7.86,0.55
3,0,2015,7.86,7.48
4,0,2015,7.86,6.36
1,0,2016,7.86,8.44
2,0,2016,7.86,2.95
3,0,2016,7.86,-15.17
4,0,2016,7.86,-22.05
1,0,2017,7.86,-28.11
1,0,2014,7.21,4.73
2,0,2014,7.21,-0.79
3,0,2014,7.21,-5.44
4,0,2014,7.21,-1.9
1,0,2015,7.21,4.6
2,0,2015,7.21,5.92
3,0,2015,7.21,11.88
4,0,2015,7.21,15.29
1,0,2016,7.21,14.39
2,0,2016,7.21,18.08
3,0,2016,7.21,19.82
4,0,2016,7.21,19.14
1,0,2017,7.21,12.42
