Season,Transparent,Year,cap,dv
1,0,2015,9.04,13.46
2,0,2015,9.04,11.73
3,0,2015,9.04,7.34
4,0,2015,9.04,4.7
1,0,2016,9.04,2.2
2,0,2016,9.04,0.07
3,0,2016,9.04,-0.34
4,0,2016,9.04,-1.4
1,0,2017,9.04,-2.9
2,0,2017,9.04,-2.96
1,0,2014,8.89,6.96
2,0,2014,8.89,8.29
3,0,2014,8.89,8.72
4,0,2014,8.89,9.85
1,0,2015,8.89,12.48
2,0,2015,8.89,12.75
3,0,2015,8.89,15.84
4,0,2015,8.89,12.72
1,0,2016,8.89,2.11
2,0,2016,8.89,0.52
3,0,2016,8.89,-1.89
4,0,2016,8.89,-2.99
1,0,2014,8.8,5.68
2,0,2014,8.8,6.81
3,0,2014,8.8,7.22
4,0,2014,8.8,6.57
1,0,2015,8.8,6.49
2,0,2015,8.8,5.28
3,0,2015,8.8,3.33
4,0,2015,8.8,2.04
1,0,2016,8.8,-1.01
2,0,2016,8.8,-13.06
3,0,2016,8.8,-9.93
4,0,2016,8.8,-7.9
1,0,2017,8.8,-5.99
1,1,2014,8.75,9.56
2,1,2014,8.75,8.35
3,1,2014,8.75,6.88
4,1,2014,8.75,2.9
1,1,2015,8.75,-0.46
2,1,2015,8.75,-2.95
1,1,2014,8.11,8.25
2,1,2014,8.11,8.58
3,1,2014,8.11,6.84
4,1,2014,8.11,4.11
1,1,2015,8.11,1.39
2,1,2015,8.11,-5.24
3,1,2015,8.11,-5.7
4,1,2015,8.11,-4.94
1,1,2016,8.11,-4.47
2,1,2016,8.11,0.71
3,1,2016,8.11,4.2
4,1,2016,8.11,4.81
1,0,2017,8.11,6.37
1,0,2014,7.9,7.45
2,0,2014,7.9,6.03
3,0,2014,7.9,4.02
4,0,2014,7.9,2.72
1,0,2015,7.9,1.37
2,0,2015,7.9,-1.15
3,0,2015,7.9,-11.29
4,0,2015,7.9,-12.39
1,0,2016,7.9,-13.81
2,0,2016,7.9,-11.37
3,0,2016,7.9,-2.1
4,0,2016,7.9,-1.22
1,0,2017,7.9,-9.09
2,0,2017,7.9,-8.73
1,0,2014,7.86,5.8
2,0,2014,7.86,6.43
3,0,2014,7.86,0.85
4,0,2014,7.86,1.04
1,0,2015,7.86,0.57
2,0,2015,7.86,1.99
3,0,2015,7.86,6.0
4,0,2015,7.86,5.57
1,0,2016,7.86,6.79
2,0,2016,7.86,3.8
3,0,2016,7.86,-6.04
4,0,2016,7.86,-10.03
1,0,2017,7.86,-13.82
1,0,2014,7.21,-0.48
2,0,2014,7.21,-0.8
3,0,2014,7.21,-2.1
4,0,2014,7.21,-0.5
1,0,2015,7.21,5.1
2,0,2015,7.21,5.4
3,0,2015,7.21,7.18
4,0,2015,7.21,9.16
1,0,2016,7.21,8.86
2,0,2016,7.21,9.07
3,0,2016,7.21,12.03
4,0,2016,7.21,10.23
1,0,2017,7.21,6.84
